path	sha256	error
external-corpus/ccx-2.23/CalculiX/ccx_2.23/test/lin_stat_cooks_beam_128.inp	3b8a21f528d2cbb2f16e9429650f1e0737f518b6e7ede450a4b7d9f61f62f0d0	ValueError: external-corpus/ccx-2.23/CalculiX/ccx_2.23/test/lin_stat_cooks_beam_128.inp:232: part/assembly/instance namespaces are not supported
external-corpus/ccx-2.23/CalculiX/ccx_2.23/test/lin_stat_th_gradient.inp	4173e7741c4b990c6538613a33c795bb2af630fd484ba27a1c8a7b9ddeb1d05d	ValueError: external-corpus/ccx-2.23/CalculiX/ccx_2.23/test/lin_stat_th_gradient.inp:1292: part/assembly/instance namespaces are not supported
external-corpus/ccx-2.23/CalculiX/ccx_2.23/test/lin_stat_twisted_beam.inp	71f361c343116321336952a9089b3658aece368733c3d090ca55d3cd463fa88d	ValueError: external-corpus/ccx-2.23/CalculiX/ccx_2.23/test/lin_stat_twisted_beam.inp:25: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/examples/Displacement_visualization/model.inp	2ddb25285d546569294a2eaf8cbf13542bb912d8591926eab709402c504f02ae	ValueError: external-corpus/cristobaltapia__pybaqus/examples/Displacement_visualization/model.inp:8: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/discontinuous_numbering_2D.inp	cb00522b9e097682f66115cc27c710fb229391e95717adc93d2db96603e61470	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/discontinuous_numbering_2D.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/hex_C3D8.inp	87a52b8fda288ba2f81c4def3bac5949b8ab1ab9e685691168b960870435913a	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/hex_C3D8.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPE4.inp	25192fdbf8359eb95a144f4eb4f51a26375efa91cd40271c5b7afc1f82a51d0a	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPE4.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPE4H.inp	d595b2bcb77dc417733d12a2eb88a9667e2a46299e24b9ea9ed6bc3d4ac41392	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPE4H.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPS4.inp	b1b14ff26bc5f990d5d801c0de4f924a6c9215cb74f67ab107e9bf4f043de269	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPS4.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPS4I.inp	93c8afd1be9dcdc44713d7e0f430b1198d373a221d70f89107ee9a28769ec59b	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPS4I.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPS4R.inp	e1a7b5180ae8ac79ad5a0e1d0874e42f3faf5dff3b466f76d3c36ba99b3f566f	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/quad_CPS4R.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/templates/elem_hex.inp	ef05258284d86a80c6c2775fdc42567fba320f1313131c963762cda009be23fb	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/templates/elem_hex.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/templates/elem_quad.inp	017bcdd7bdcc8788e9e2c0ab0555fb04ebce4975a4a7af45950cffb35d15a9c0	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/templates/elem_quad.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/templates/elem_tri.inp	64f13aca4f45e78f48c8db38a1ac97cc04782e4e8d1e00ef8422cc219daced03	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/templates/elem_tri.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/tri_CPE3.inp	133c0f569c15cb2c58a0bb3c92b6e60c1c76dd146f7690b95389e1feac52e232	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/tri_CPE3.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/tri_CPE3H.inp	9517d9788f86d8e69b5d7a8d74c471dcf77607e4bcf35a92a9da6e15eb738729	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/tri_CPE3H.inp:7: part/assembly/instance namespaces are not supported
external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/tri_CPS3.inp	9d49e508c0425311a521b6af8d288de80766d95d47d1b8bbaa7a5f0a771052eb	ValueError: external-corpus/cristobaltapia__pybaqus/tests/abaqus/input/tri_CPS3.inp:7: part/assembly/instance namespaces are not supported
external-corpus/gbroques__ccxmeshreader/tests/continuation-line-element.inp	3b113933812a313abaff06a1d8f88fbf3dbb92221aec22519caa8873afba0316	ValueError: external-corpus/gbroques__ccxmeshreader/tests/continuation-line-element.inp:44: GENERATE requires first, last, and optional increment
external-corpus/precice__community-training/fsi-workflow/02_solidSimulation/skeleton/solidModel.inp	3b537ad5de0c19795f60e5e532c31d1e519b086dd4b9532e7a6f1c35a7e3d7b4	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/precice__community-training/fsi-workflow/02_solidSimulation/skeleton/YOURMESH.inp'
external-corpus/precice__community-training/fsi-workflow/05_FSI/skeleton/Solid/solidModel.inp	bc0366a3ed06301d983fa6fedfd6ddde803d60883ecf1be8397574c031c77a30	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/precice__community-training/fsi-workflow/05_FSI/skeleton/Solid/wing2312_m.inp'
external-corpus/precice__tutorials/flow-over-heated-plate-two-meshes/solid-calculix/solid.inp	3112d941245f6895403025e6345e5f0fd84d2a90aef89337284857c34ef42467	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/precice__tutorials/flow-over-heated-plate-two-meshes/solid-calculix/all.msh'
external-corpus/precice__tutorials/heat-exchanger-simplified/solid-calculix/solid.inp	cdec5a71150e60f161ceb89a05539ebbd8ccced1ce70a539981afa38295998c4	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/precice__tutorials/heat-exchanger-simplified/solid-calculix/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/L-NL_test/Calculix1/beam1.inp	2c2fa2beb92feac6143e13d9afbc75f93f7205d2e5071f75cbfd560a8d551889	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/L-NL_test/Calculix1/Calculix1Mesh/all1.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/L-NL_test/Calculix1/beam1_2.inp	31cbbcd76f4d02000d3e1a9ba109493a00ae7c1c1a29c60043546eff3edc57b3	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/L-NL_test/Calculix1/Calculix1Mesh/all2.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/L-NL_test/Calculix1/beam1_3.inp	e09dd716ced2ac0b4ea42f2939adcdd7766b3c829f2314a8bb85d8e054c51330	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/L-NL_test/Calculix1/Calculix1Mesh/all3.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/L-NL_test/Calculix2/beam2.inp	8eb8ea1c5c1732974ed939580c932b020f107868d215133cb64a851d8ed5f42c	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/L-NL_test/Calculix2/Calculix2Mesh/all1.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/L-NL_test/Calculix2/beam2_2.inp	1638afcb50222648ad243bd4c152de8fa623747c491f3aa6e1d64b61bdbc2f02	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/L-NL_test/Calculix2/Calculix2Mesh/all2.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/L-NL_test/Calculix2/beam2_3.inp	da360a41007b5514e78b4412e6ba79c3d1b16bfee479df5e6b410aaa964d2aa5	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/L-NL_test/Calculix2/Calculix2Mesh/all3.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/NL_test/Calculix1/beam1.inp	1a6138a422712f1b332d1454fc2ee943b7d9ae55a50c3dfd143a6f82df7c7314	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/NL_test/Calculix2/beam2.inp	581c7a967516ff10f9ec4cb1b11c022532e02e32dac8259c997901d2da16d389	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/NL_test/Results/07-08/dt_1e-3/beam1.inp	a369511a681b5c0157e424a8dfcf8fe7959479463506344d1250fcda00eab079	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/NL_test/Results/07-08/dt_1e-3/beam2.inp	7cdc634fc44a89915b336671d3551fe5843a048dce329d545d849fb2de2dba8d	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/NL_test/Results/07-08/dt_1e-3/beam_mono.inp	46c6565d6163d7dd05053df8182ac309b00e5977d185e8e8c7c30e76b371a7cf	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/NL_test/Results/07-08/dt_1e-3/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Calculix1/beam1.inp	80a41b1a644ec2c3d16b05113d72f2827abb0da2cdac96b4ac4cb78162be9065	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Calculix2/beam2.inp	2455facac0c8a0ce934965753571e93930a78228e82440ff523b5c3709f1bb71	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Results/28_06/gifs/beam1.inp	4d7a2dbebd67b9fd65b62e89bc2796a7537cf329fab13be76036a3dd86d16be1	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Results/28_06/gifs/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Results/28_06/gifs/beam2.inp	014daa7f0858568973f0c94b541a0cfd5ef3ca5aeb6b7d7414d95bafeebd7431	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Results/28_06/gifs/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Results/28_06/gifs/beam_mono.inp	89d461a8a8b202d74baf78973c1376e7ad183176996da511eef335668ee0aadd	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/Results/28_06/gifs/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR1/input/beam1.inp	c8f3e1469f7745f68b53f26fd4ab2c5fc94bcc9ed9ecf8f58ac7d0b7cb481f36	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR1/input/beam2.inp	c6016b719696187b2cf9645469ca049387bd75c81234ed48cdfe8cf07833d4e1	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR1/input/beam_mono.inp	ccc99cb28ea9ae82cbe164510901456fe912d7cd1228ab7099f0647af7e6e007	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR1/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR2/input/beam1.inp	c8f3e1469f7745f68b53f26fd4ab2c5fc94bcc9ed9ecf8f58ac7d0b7cb481f36	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR2/input/beam2.inp	c6016b719696187b2cf9645469ca049387bd75c81234ed48cdfe8cf07833d4e1	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR2/input/beam_mono.inp	ccc99cb28ea9ae82cbe164510901456fe912d7cd1228ab7099f0647af7e6e007	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/QR2/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt1e-02/input/beam1.inp	acb69db1641dbc1db92fe24a5737b0cf2b4f505cb47858cc7a24397906bd9540	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt1e-02/input/beam2.inp	1a412786198eac0d6fd0f646eb634717b83caa338f1a62527ece5afacdc63ba0	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt1e-02/input/beam_mono.inp	76f3ea24ace358dc873cccea197782134e5c6c42ab0ec5546747f01acbc12605	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt1e-02/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt25e-04/input/beam1.inp	fe737b11167ac34a2e301d93d2003a4d60f3bfe3f0fb837e2d04dbad52933de8	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt25e-04/input/beam2.inp	140ca1ab715cbae175ca56e7c0d67b8a977796185d7e65c7bd8d08f69571769d	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt25e-04/input/beam_mono.inp	6d71c6ac3e6eb3d698c5401df8d14b1289c6f19ada2bca84c468e8be71bac03a	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt25e-04/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt2e-02/input/beam1.inp	472786af6fcb1f6041e315855839c39519de8e7131bf0743f8bf9ff3cfa1cc0f	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt2e-02/input/beam2.inp	37ca2b5b3e7627afcd2da61cf40a0f59f4fcee4e8afd62ec29849b6ae5df5b85	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt2e-02/input/beam_mono.inp	077fc946c7f71325d8ffa21f268a9b9ef2722c3470041f4bdf7410085cb5c113	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt2e-02/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt4e-03/input/beam1.inp	cb527ac994dd7473443be983c61ad2472b06c85859fa6007ee40820171fdcdda	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt4e-03/input/beam2.inp	f0da2fa1a8c80d3998b839fc404ff309078064956433c2ca17b9dd84e67e5ebb	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt4e-03/input/beam_mono.inp	cdf98638b254628b221379ea72d6fd5abd03a5c1f58482a24688bb76e357d944	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt4e-03/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-02/input/beam1.inp	068d002fa9bfb2722cd8becf68b31eecc99b2d2f23bb8b5a24c778f2c707a9ca	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-02/input/beam2.inp	5f34e2ee2b8b5fca12e748e5f41852afe55ee2ed46429f2dd0801913c5f9aff5	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-02/input/beam_mono.inp	41e178b5f703ce8855920c56720ba58c444e6aeb3284c8a3d43c0a1a4cc59bc9	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-02/input/CalculixMesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-03/input/beam1.inp	c8f3e1469f7745f68b53f26fd4ab2c5fc94bcc9ed9ecf8f58ac7d0b7cb481f36	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix1/Calculix1Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-03/input/beam2.inp	c6016b719696187b2cf9645469ca049387bd75c81234ed48cdfe8cf07833d4e1	FileNotFoundError: [Errno 2] No such file or directory: '/home/alextru/Desktop/Master/Thesis/test/Calculix2/Calculix2Mesh/all.msh'
external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-03/input/beam_mono.inp	97f7f808f9631337edfb3321e014a07807cbeb993f552dbf873c964af47660c7	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/Alex-tru__MSc-Thesis/test/conv_studies/convergence_limit/convergence_limit_dt5e-03/input/CalculixMesh/all.msh'
external-corpus/surface-search/Dhondtguido__CalculiX/test/lin_stat_cooks_beam_128.inp	3b8a21f528d2cbb2f16e9429650f1e0737f518b6e7ede450a4b7d9f61f62f0d0	ValueError: external-corpus/surface-search/Dhondtguido__CalculiX/test/lin_stat_cooks_beam_128.inp:232: part/assembly/instance namespaces are not supported
external-corpus/surface-search/Dhondtguido__CalculiX/test/lin_stat_th_gradient.inp	4173e7741c4b990c6538613a33c795bb2af630fd484ba27a1c8a7b9ddeb1d05d	ValueError: external-corpus/surface-search/Dhondtguido__CalculiX/test/lin_stat_th_gradient.inp:1292: part/assembly/instance namespaces are not supported
external-corpus/surface-search/Dhondtguido__CalculiX/test/lin_stat_twisted_beam.inp	71f361c343116321336952a9089b3658aece368733c3d090ca55d3cd463fa88d	ValueError: external-corpus/surface-search/Dhondtguido__CalculiX/test/lin_stat_twisted_beam.inp:25: part/assembly/instance namespaces are not supported
external-corpus/surface-search/autufea__Autofea/ccx_dataset/lin_stat_cooks_beam_128.inp	b8e84fe798c5933db8ce6aa18e1f5bdc7c7d2f070f424899db085a6e0d429eb4	ValueError: external-corpus/surface-search/autufea__Autofea/ccx_dataset/lin_stat_cooks_beam_128.inp:232: part/assembly/instance namespaces are not supported
external-corpus/surface-search/autufea__Autofea/ccx_dataset/lin_stat_th_gradient.inp	4173e7741c4b990c6538613a33c795bb2af630fd484ba27a1c8a7b9ddeb1d05d	ValueError: external-corpus/surface-search/autufea__Autofea/ccx_dataset/lin_stat_th_gradient.inp:1292: part/assembly/instance namespaces are not supported
external-corpus/surface-search/autufea__Autofea/ccx_dataset/lin_stat_twisted_beam.inp	78463a9128ef1cc4663f3873531117263ec143255e380a4fe7940f043a1f0904	ValueError: external-corpus/surface-search/autufea__Autofea/ccx_dataset/lin_stat_twisted_beam.inp:25: part/assembly/instance namespaces are not supported
external-corpus/surface-search/autufea__Autofea/ccx_dataset/opt3.inp	875aae9d64d75e93c31d4869cf92c1f7ecb5a619e7aa08c928c4e9e1eb7979b7	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/autufea__Autofea/ccx_dataset/opt3.inc'
external-corpus/surface-search/calculix__examples/ccx/test/lin_stat_cooks_beam_128.inp	3b8a21f528d2cbb2f16e9429650f1e0737f518b6e7ede450a4b7d9f61f62f0d0	ValueError: external-corpus/surface-search/calculix__examples/ccx/test/lin_stat_cooks_beam_128.inp:232: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/ccx/test/lin_stat_th_gradient.inp	4173e7741c4b990c6538613a33c795bb2af630fd484ba27a1c8a7b9ddeb1d05d	ValueError: external-corpus/surface-search/calculix__examples/ccx/test/lin_stat_th_gradient.inp:1292: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/ccx/test/lin_stat_twisted_beam.inp	71f361c343116321336952a9089b3658aece368733c3d090ca55d3cd463fa88d	ValueError: external-corpus/surface-search/calculix__examples/ccx/test/lin_stat_twisted_beam.inp:25: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/other/CubeTie/CubeTie.inp	8efc37c9483f380f27e33335ccbe130e60583944a24bd764d8a5c57329c21e8d	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/calculix__examples/other/CubeTie/Group_Inner_Cnt_L.sur'
external-corpus/surface-search/calculix__examples/other/CubeTie/Mesh_Btm_OUT_ReID.inp	9b11c6985d06aaecd054a31b98a62fa12ea12f0ac672cc4271c508514754abe4	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/calculix__examples/other/CubeTie/Group_Inner_Cnt_L.sur'
external-corpus/surface-search/calculix__examples/other/CubeTie/Mesh_Top_OUT_ReID.inp	ec71a9e026a7a8afcacb824106baf73186fa935094e0b94ecb55f5eed1b798cc	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/calculix__examples/other/CubeTie/Group_Inner_Cnt.sur'
external-corpus/surface-search/calculix__examples/yahoo/abaqus1.inp	908ffcc48c05d2179bdfd9fec1bef94c318f5c7fb659bf540659c9ffa0aa392f	ValueError: external-corpus/surface-search/calculix__examples/yahoo/abaqus1.inp:8: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/yahoo/abaqus2.inp	725cc44ac03db9c24efc7019ec55e0377328dfdb07a8f0119574adc91a84026a	ValueError: external-corpus/surface-search/calculix__examples/yahoo/abaqus2.inp:7: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/yahoo/ball_drop_test.inp	25cf260dc0eb9affa4dc92aae23d188708e7b1a60c48b69b0e475f3c3b8dedd2	ValueError: external-corpus/surface-search/calculix__examples/yahoo/ball_drop_test.inp:2: undefined set '1plate'; references must name a previously defined set
external-corpus/surface-search/calculix__examples/yahoo/linear_dload_abaqus.inp	776f9b015a4ab8d5ed0d1fd041fa344f4e5c86abd012c86ef1ad33bf63faab14	ValueError: external-corpus/surface-search/calculix__examples/yahoo/linear_dload_abaqus.inp:8: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/yahoo/nfv4x32x.inp	6e15974f9908e8c53957cd80dcaa14a5c718088dee34eff39d2378ad6cb2c447	ValueError: external-corpus/surface-search/calculix__examples/yahoo/nfv4x32x.inp:9: sets created by *NGEN are not supported
external-corpus/surface-search/calculix__examples/yahoo/rot-solid.inp	ad5cd15a67055349e5c57c00a0db3dc75fa5b25ffa2045588349f53e3a1be613	ValueError: external-corpus/surface-search/calculix__examples/yahoo/rot-solid.inp:8: part/assembly/instance namespaces are not supported
external-corpus/surface-search/calculix__examples/yahoo/test1.inp	c1de10762800cc90d22abc6a172e7c50b5899087727dca0f57f0616130f971de	ValueError: external-corpus/surface-search/calculix__examples/yahoo/test1.inp:2: ID must be a positive int64, got '0'
external-corpus/surface-search/feats-ai__feats/src/calculix/src/hyperelasticity_identification/templates/main.inp	50e9d54ab16c7aa873d1f5f15dc52f35df65645b6db0ab3893fe74c6ddb1320f	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/feats-ai__feats/src/calculix/src/hyperelasticity_identification/templates/template/all.msh'
external-corpus/surface-search/feats-ai__feats/src/calculix/src/hyperelasticity_identification/templates/sim.inp	3151e6a2bf97278d3fedbd5ff743f93ed6da88cdd7f43d2b20d834944c08f6a6	FileNotFoundError: [Errno 2] No such file or directory: 'external-corpus/surface-search/feats-ai__feats/src/calculix/src/hyperelasticity_identification/templates/template/all.msh'
external-corpus/surface-search/gbroques__ccxmeshreader/tests/continuation-line-element.inp	3b113933812a313abaff06a1d8f88fbf3dbb92221aec22519caa8873afba0316	ValueError: external-corpus/surface-search/gbroques__ccxmeshreader/tests/continuation-line-element.inp:44: GENERATE requires first, last, and optional increment
external-corpus/surface-search/jwharington__CalculiX/test/lin_stat_cooks_beam_128.inp	3b8a21f528d2cbb2f16e9429650f1e0737f518b6e7ede450a4b7d9f61f62f0d0	ValueError: external-corpus/surface-search/jwharington__CalculiX/test/lin_stat_cooks_beam_128.inp:232: part/assembly/instance namespaces are not supported
